"ID"	"Gene"	"chr"	"start"	"end"	"strand"	"band"	"type"
"ENSG00000172457"	"OR9G4"	"11"	56741223	56748697	-1	"q12.1"	"protein_coding"
"ENSG00000109943"	"CRTAM"	"11"	122838500	122872643	1	"q24.1"	"protein_coding"
"ENSG00000236041"	"COX6CP18"	"11"	2771356	2771577	1	"p15.5"	"processed_pseudogene"
"ENSG00000254825"	"OR9G2P"	"11"	56751023	56751902	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000053918"	"KCNQ1"	"11"	2444684	2849110	1	"p15.5"	"protein_coding"
"ENSG00000181296"	"OR5G1P"	"11"	56775261	56776206	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000269821"	"KCNQ1OT1"	"11"	2608328	2699994	-1	"p15.5"	"antisense"
"ENSG00000229414"	"KCNQ1-AS1"	"11"	2840135	2861568	-1	"p15.4"	"antisense"
"ENSG00000166439"	"RNF169"	"11"	74748849	74842413	1	"q13.4"	"protein_coding"
"ENSG00000166435"	"XRRA1"	"11"	74807739	74949200	-1	"q13.4"	"protein_coding"
"ENSG00000168005"	"SPINDOC"	"11"	63813456	63827716	1	"q13.1"	"protein_coding"
"ENSG00000174080"	"CTSF"	"11"	66563464	66568841	-1	"q13.2"	"protein_coding"
"ENSG00000170962"	"PDGFD"	"11"	103907189	104164379	-1	"q22.3"	"protein_coding"
"ENSG00000255485"	"OR5G4P"	"11"	56790206	56790965	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000170967"	"DDI1"	"11"	104036580	104039188	1	"q22.3"	"protein_coding"
"ENSG00000205025"	"OR5G5P"	"11"	56801856	56820422	-1	"q12.1"	"transcribed_unprocessed_pseudogene"
"ENSG00000241356"	"OR5G3"	"11"	56819573	56820516	-1	"q12.1"	"polymorphic_pseudogene"
"ENSG00000172273"	"HINFP"	"11"	119121587	119136044	1	"q23.3"	"protein_coding"
"ENSG00000054967"	"RELT"	"11"	73376399	73397474	1	"q13.4"	"protein_coding"
"ENSG00000182791"	"CCDC87"	"11"	66590176	66593063	-1	"q13.2"	"protein_coding"
"ENSG00000186166"	"CCDC84"	"11"	118998138	119015793	1	"q23.3"	"protein_coding"
"ENSG00000256422"	"LINC02552"	"11"	104445868	104609321	-1	"q22.3"	"lincRNA"
"ENSG00000255151"	"GLYATL1B"	"11"	59086307	59094786	1	"q12.1"	"protein_coding"
"ENSG00000196655"	"TRAPPC4"	"11"	119018432	119025454	1	"q23.3"	"protein_coding"
"ENSG00000189057"	"FAM111B"	"11"	59107185	59127412	1	"q12.1"	"protein_coding"
"ENSG00000118181"	"RPS25"	"11"	119015712	119018691	-1	"q23.3"	"protein_coding"
"ENSG00000137700"	"SLC37A4"	"11"	119024114	119030906	-1	"q23.3"	"protein_coding"
"ENSG00000149201"	"CCDC81"	"11"	86374736	86423109	1	"q14.2"	"protein_coding"
"ENSG00000109944"	"JHY"	"11"	122882528	122959798	1	"q24.1"	"protein_coding"
"ENSG00000233497"	"HNRNPA1P60"	"11"	110788026	110788976	-1	"q23.1"	"processed_pseudogene"
"ENSG00000110066"	"KMT5B"	"11"	68154863	68213828	-1	"q13.2"	"protein_coding"
"ENSG00000166801"	"FAM111A"	"11"	59142748	59155039	1	"q12.1"	"protein_coding"
"ENSG00000239354"	"RPS17P15"	"11"	111105547	111105895	-1	"q23.1"	"processed_pseudogene"
"ENSG00000271584"	"LINC02550"	"11"	111091932	111179641	-1	"q23.1"	"lincRNA"
"ENSG00000177363"	"LRRN4CL"	"11"	62686406	62689530	-1	"q12.3"	"protein_coding"
"ENSG00000245571"	"FAM111A-DT"	"11"	59130133	59143015	-1	"q12.1"	"lincRNA"
"ENSG00000214753"	"HNRNPUL2"	"11"	62712630	62727472	-1	"q12.3"	"protein_coding"
"ENSG00000198168"	"SVIP"	"11"	22813799	22830299	-1	"p14.3"	"protein_coding"
"ENSG00000162188"	"GNG3"	"11"	62707676	62709201	1	"q12.3"	"protein_coding"
"ENSG00000255359"	"CCDC179"	"11"	22846931	22860426	-1	"p14.3"	"protein_coding"
"ENSG00000204403"	"CASP12"	"11"	104885718	104898670	-1	"q22.3"	"polymorphic_pseudogene"
"ENSG00000168000"	"BSCL2"	"11"	62690275	62709845	-1	"q12.3"	"protein_coding"
"ENSG00000175514"	"GPR152"	"11"	67451301	67452729	-1	"q13.2"	"protein_coding"
"ENSG00000172663"	"TMEM134"	"11"	67461710	67469272	-1	"q13.2"	"protein_coding"
"ENSG00000150750"	"C11orf53"	"11"	111245805	111286401	1	"q23.1"	"protein_coding"
"ENSG00000151376"	"ME3"	"11"	86441108	86672636	-1	"q14.2"	"protein_coding"
"ENSG00000240970"	"RPL23AP64"	"11"	119003012	119003446	-1	"q23.3"	"processed_pseudogene"
"ENSG00000214290"	"COLCA2"	"11"	111298555	111308735	1	"q23.1"	"protein_coding"
"ENSG00000196167"	"COLCA1"	"11"	111290787	111305045	-1	"q23.1"	"antisense"
"ENSG00000175544"	"CABP4"	"11"	67452406	67460313	1	"q13.2"	"protein_coding"
"ENSG00000172350"	"ABCG4"	"11"	119149052	119162653	1	"q23.3"	"protein_coding"
"ENSG00000254944"	"ATP5PBP5"	"11"	122960327	122961086	1	"q24.1"	"processed_pseudogene"
"ENSG00000188909"	"BSX"	"11"	122977570	122981720	-1	"q24.1"	"protein_coding"
"ENSG00000254727"	"PTP4A1P6"	"11"	86432098	86432575	1	"q14.2"	"transcribed_processed_pseudogene"
"ENSG00000234857"	"HNRNPUL2-BSCL2"	"11"	62690275	62727384	-1	"q12.3"	"protein_coding"
"ENSG00000274150"	"FADS2P1"	"11"	56890613	56927885	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000255293"	"WIZP1"	"11"	23403805	23406103	1	"p14.3"	"processed_pseudogene"
"ENSG00000181282"	"OR5AK3P"	"11"	56970850	56972146	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000181273"	"OR5AK2"	"11"	56988872	56989867	1	"q12.1"	"protein_coding"
"ENSG00000231726"	"HMGN2P38"	"11"	73580253	73580517	1	"q13.4"	"processed_pseudogene"
"ENSG00000054965"	"FAM168A"	"11"	73400487	73598189	-1	"q13.4"	"protein_coding"
"ENSG00000255291"	"HMGB1P40"	"11"	20574186	20575042	1	"p15.1"	"processed_pseudogene"
"ENSG00000237941"	"KCNQ1DN"	"11"	2870033	2872105	1	"p15.4"	"antisense"
"ENSG00000235505"	"CASP17P"	"11"	104901549	104919073	-1	"q22.3"	"transcribed_unprocessed_pseudogene"
"ENSG00000165970"	"SLC6A5"	"11"	20599400	20659285	1	"p15.1"	"protein_coding"
"ENSG00000254465"	"THAP12P4"	"11"	23478068	23480430	1	"p14.3"	"processed_pseudogene"
"ENSG00000110042"	"DTX4"	"11"	59171430	59208588	1	"q12.1"	"protein_coding"
"ENSG00000129757"	"CDKN1C"	"11"	2883213	2885773	-1	"p15.4"	"protein_coding"
"ENSG00000197629"	"MPEG1"	"11"	59208510	59212951	-1	"q12.1"	"protein_coding"
"ENSG00000255083"	"OR5AK1P"	"11"	57018100	57019021	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000273228"	"OR5BQ1P"	"11"	57029408	57029722	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000283307"	"OR5AK4P"	"11"	57037534	57038436	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000272676"	"OR5AO1P"	"11"	57045091	57045390	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000273255"	"OR5BP1P"	"11"	57055587	57056132	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000243669"	"RPL34P23"	"11"	123035867	123036224	1	"q24.1"	"processed_pseudogene"
"ENSG00000183908"	"LRRC55"	"11"	57181747	57191717	1	"q12.1"	"protein_coding"
"ENSG00000110628"	"SLC22A18"	"11"	2899721	2925246	1	"p15.4"	"protein_coding"
"ENSG00000244641"	"RPS26P43"	"11"	123049787	123050353	-1	"q24.1"	"processed_pseudogene"
"ENSG00000233541"	"RPL31P47"	"11"	123051161	123051401	1	"q24.1"	"processed_pseudogene"
"ENSG00000225802"	"WARSP1"	"11"	59255360	59259486	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000254799"	"SLC25A47P1"	"11"	59263389	59263802	-1	"q12.1"	"processed_pseudogene"
"ENSG00000254827"	"SLC22A18AS"	"11"	2887780	2903740	-1	"p15.4"	"protein_coding"
"ENSG00000187398"	"LUZP2"	"11"	24496970	25082638	1	"p14.3"	"protein_coding"
"ENSG00000254550"	"OMP"	"11"	77102840	77103331	1	"q13.5"	"protein_coding"
"ENSG00000149260"	"CAPN5"	"11"	77066961	77126155	1	"q13.5"	"protein_coding"
"ENSG00000160703"	"NLRX1"	"11"	119166568	119184016	1	"q23.3"	"protein_coding"
"ENSG00000109971"	"HSPA8"	"11"	123057489	123063230	-1	"q24.1"	"protein_coding"
"ENSG00000240298"	"RPL36AP40"	"11"	25588475	25588795	-1	"p14.3"	"processed_pseudogene"
"ENSG00000235678"	"OR5AN2P"	"11"	59309681	59310576	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000255386"	"OR5BR1P"	"11"	59332757	59334086	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000110777"	"POU2AF1"	"11"	111352255	111455630	-1	"q23.1"	"protein_coding"
"ENSG00000137707"	"BTG4"	"11"	111467526	111512354	-1	"q23.1"	"protein_coding"
"ENSG00000196954"	"CASP4"	"11"	104942866	104969366	-1	"q22.3"	"protein_coding"
"ENSG00000255153"	"TOLLIP-AS1"	"11"	1309769	1310707	1	"p15.5"	"antisense"
"ENSG00000255203"	"OR7E2P"	"11"	86857059	86857947	-1	"q14.2"	"unprocessed_pseudogene"
"ENSG00000174804"	"FZD4"	"11"	86945679	86955395	-1	"q14.2"	"protein_coding"
"ENSG00000150687"	"PRSS23"	"11"	86791059	86952910	1	"q14.2"	"protein_coding"
"ENSG00000197882"	"OR7E13P"	"11"	86832540	86833449	-1	"q14.2"	"unprocessed_pseudogene"
"ENSG00000248712"	"CCDC153"	"11"	119189638	119196769	-1	"q23.3"	"protein_coding"
"ENSG00000171067"	"C11orf24"	"11"	68261338	68272001	-1	"q13.2"	"protein_coding"
"ENSG00000172367"	"PDZD3"	"11"	119185457	119190223	1	"q23.3"	"protein_coding"
"ENSG00000173992"	"CCS"	"11"	66593153	66606019	1	"q13.2"	"protein_coding"
"ENSG00000134817"	"APLNR"	"11"	57233577	57237314	-1	"q12.1"	"protein_coding"
"ENSG00000169550"	"MUC15"	"11"	26559032	26572263	-1	"p14.2"	"protein_coding"
"ENSG00000134343"	"ANO3"	"11"	26309599	26663289	1	"p14.2"	"protein_coding"
"ENSG00000110711"	"AIP"	"11"	67483026	67491103	1	"q13.2"	"protein_coding"
"ENSG00000149115"	"TNKS1BP1"	"11"	57299638	57324952	-1	"q12.1"	"protein_coding"
"ENSG00000149136"	"SSRP1"	"11"	57325986	57335892	-1	"q12.1"	"protein_coding"
"ENSG00000176495"	"OR5AN1"	"11"	59358895	59371714	1	"q12.1"	"protein_coding"
"ENSG00000198261"	"OR5BB1P"	"11"	59391354	59392292	-1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000183644"	"C11orf88"	"11"	111514785	111537031	1	"q23.1"	"protein_coding"
"ENSG00000109991"	"P2RX3"	"11"	57338374	57370600	1	"q12.1"	"protein_coding"
"ENSG00000172324"	"OR5A2"	"11"	59416969	59426412	-1	"q12.1"	"protein_coding"
"ENSG00000137757"	"CASP5"	"11"	104994235	105023168	-1	"q22.3"	"protein_coding"
"ENSG00000172320"	"OR5A1"	"11"	59436469	59451380	1	"q12.1"	"protein_coding"
"ENSG00000166884"	"OR4D6"	"11"	59456938	59457991	1	"q12.1"	"protein_coding"
"ENSG00000254466"	"OR4D10"	"11"	59473315	59479361	1	"q12.1"	"protein_coding"
"ENSG00000204989"	"OR4D8P"	"11"	59491652	59492581	1	"q12.1"	"unprocessed_pseudogene"
"ENSG00000176200"	"OR4D11"	"11"	59503576	59504511	1	"q12.1"	"protein_coding"
"ENSG00000172742"	"OR4D9"	"11"	59511368	59520703	1	"q12.1"	"protein_coding"
"ENSG00000156575"	"PRG3"	"11"	57376769	57381150	-1	"q12.1"	"protein_coding"
"ENSG00000162337"	"LRP5"	"11"	68312591	68449275	1	"q13.2"	"protein_coding"
"ENSG00000177600"	"RPLP2"	"11"	809965	812880	1	"p15.5"	"protein_coding"
"ENSG00000173933"	"RBM4"	"11"	66638617	66668374	1	"q13.2"	"protein_coding"
"ENSG00000148942"	"SLC5A12"	"11"	26667020	26723427	-1	"p14.2"	"protein_coding"
"ENSG00000110697"	"PITPNM1"	"11"	67491768	67506263	-1	"q13.2"	"protein_coding"
"ENSG00000239306"	"RBM14"	"11"	66616582	66627347	1	"q13.2"	"protein_coding"
"ENSG00000173914"	"RBM4B"	"11"	66664998	66677887	-1	"q13.2"	"protein_coding"
"ENSG00000166250"	"CLMP"	"11"	123069872	123195248	-1	"q24.1"	"protein_coding"
"ENSG00000248643"	"RBM14-RBM4"	"11"	66616626	66646469	1	"q13.2"	"protein_coding"
"ENSG00000254748"	"HNRNPCP8"	"11"	87024583	87025777	1	"q14.2"	"processed_pseudogene"
"ENSG00000186652"	"PRG2"	"11"	57386780	57390650	-1	"q12.1"	"protein_coding"
"ENSG00000134802"	"SLC43A3"	"11"	57406954	57427580	-1	"q12.1"	"protein_coding"
"ENSG00000162222"	"TTC9C"	"11"	62728069	62740293	1	"q12.3"	"protein_coding"
"ENSG00000204381"	"LAYN"	"11"	111540280	111561745	1	"q23.1"	"protein_coding"
"ENSG00000137752"	"CASP1"	"11"	105025443	105035250	-1	"q22.3"	"protein_coding"
"ENSG00000185670"	"ZBTB3"	"11"	62748319	62754160	-1	"q12.3"	"protein_coding"
"ENSG00000149428"	"HYOU1"	"11"	119044188	119057227	-1	"q23.3"	"protein_coding"
"ENSG00000168002"	"POLR2G"	"11"	62761565	62766710	1	"q12.3"	"protein_coding"
"ENSG00000254843"	"XIAPP2"	"11"	87094734	87096585	-1	"q14.2"	"processed_pseudogene"
"ENSG00000166575"	"TMEM135"	"11"	87037844	87328824	1	"q14.2"	"protein_coding"
"ENSG00000137474"	"MYO7A"	"11"	77128246	77215241	1	"q13.5"	"protein_coding"
"ENSG00000185475"	"TMEM179B"	"11"	62787402	62790400	1	"q12.3"	"protein_coding"
"ENSG00000162227"	"TAF6L"	"11"	62771357	62787342	1	"q12.3"	"protein_coding"
"ENSG00000176971"	"FIBIN"	"11"	26994184	26996121	1	"p14.2"	"protein_coding"
"ENSG00000254407"	"PHBP17"	"11"	123340174	123340714	-1	"q24.1"	"processed_pseudogene"
"ENSG00000177666"	"PNPLA2"	"11"	818914	825573	1	"p15.5"	"protein_coding"
"ENSG00000177685"	"CRACR2B"	"11"	826144	831991	1	"p15.5"	"protein_coding"
"ENSG00000181649"	"PHLDA2"	"11"	2928273	2929420	-1	"p15.4"	"protein_coding"
"ENSG00000254560"	"BBOX1-AS1"	"11"	27047186	27220113	-1	"p14.1"	"antisense"
"ENSG00000129151"	"BBOX1"	"11"	27040725	27127809	1	"p14.2"	"protein_coding"
"ENSG00000167797"	"CDK2AP2"	"11"	67506497	67508649	-1	"q13.2"	"protein_coding"
"ENSG00000137713"	"PPP2R1B"	"11"	111726908	111766427	-1	"q23.1"	"protein_coding"
"ENSG00000254449"	"SF3A3P2"	"11"	123597946	123599452	-1	"q24.1"	"processed_pseudogene"
"ENSG00000023171"	"GRAMD1B"	"11"	123358428	123627774	1	"q24.1"	"protein_coding"
"ENSG00000167791"	"CABP2"	"11"	67518912	67524517	-1	"q13.2"	"protein_coding"
"ENSG00000170145"	"SIK2"	"11"	111602449	111730855	1	"q23.1"	"protein_coding"
"ENSG00000109881"	"CCDC34"	"11"	27330827	27363234	-1	"p14.1"	"protein_coding"
"ENSG00000254582"	"PSMA2P1"	"11"	87329407	87330052	-1	"q14.2"	"processed_pseudogene"
"ENSG00000205213"	"LGR4"	"11"	27365961	27472790	-1	"p14.1"	"protein_coding"
"ENSG00000254650"	"MTCYBP41"	"11"	87815035	87816157	-1	"q14.2"	"processed_pseudogene"
"ENSG00000084207"	"GSTP1"	"11"	67583595	67586656	1	"q13.2"	"protein_coding"
"ENSG00000123892"	"RAB38"	"11"	88113251	88175443	-1	"q14.2"	"protein_coding"
"ENSG00000110395"	"CBL"	"11"	119206276	119313926	1	"q23.3"	"protein_coding"
"ENSG00000255221"	"CARD17"	"11"	105092469	105101431	-1	"q22.3"	"protein_coding"
"ENSG00000204397"	"CARD16"	"11"	105041326	105101431	-1	"q22.3"	"protein_coding"
"ENSG00000254750"	"CASP1P2"	"11"	105063345	105071541	-1	"q22.3"	"unprocessed_pseudogene"
"ENSG00000021300"	"PLEKHB1"	"11"	73646178	73662819	1	"q13.4"	"protein_coding"
"ENSG00000255430"	"CASP1P1"	"11"	105122661	105123339	-1	"q22.3"	"unprocessed_pseudogene"
"ENSG00000186907"	"RTN4RL2"	"11"	57460528	57477534	1	"q12.1"	"protein_coding"
"ENSG00000254767"	"OR2AL1P"	"11"	105194440	105194946	-1	"q22.3"	"unprocessed_pseudogene"
"ENSG00000255501"	"CARD18"	"11"	105137721	105531697	-1	"q22.3"	"protein_coding"
"ENSG00000110492"	"MDK"	"11"	46380756	46383837	1	"p11.2"	"protein_coding"
"ENSG00000167792"	"NDUFV1"	"11"	67605653	67612554	1	"q13.2"	"protein_coding"
"ENSG00000184224"	"C11orf72"	"11"	67602880	67606706	-1	"q13.2"	"lincRNA"
"ENSG00000162231"	"NXF1"	"11"	62792123	62806302	-1	"q12.3"	"protein_coding"
"ENSG00000180720"	"CHRM4"	"11"	46385098	46386608	-1	"p11.2"	"protein_coding"
"ENSG00000129167"	"TPH1"	"11"	18017564	18042426	-1	"p15.1"	"protein_coding"
"ENSG00000129159"	"KCNC1"	"11"	17734774	17856804	1	"p15.1"	"protein_coding"
"ENSG00000162139"	"NEU3"	"11"	74988279	75018893	1	"q13.4"	"protein_coding"
"ENSG00000182208"	"MOB2"	"11"	1469457	1501247	-1	"p15.5"	"protein_coding"
"ENSG00000247151"	"CSTF3-DT"	"11"	33161657	33191598	1	"p13"	"processed_transcript"
"ENSG00000280798"	"LINC00294"	"11"	33076149	33079454	1	"p13"	"lincRNA"
"ENSG00000176102"	"CSTF3"	"11"	33077188	33162371	-1	"p13"	"protein_coding"
"ENSG00000213713"	"PIGCP1"	"11"	33075566	33076460	-1	"p13"	"processed_pseudogene"
"ENSG00000176148"	"TCP11L1"	"11"	33039417	33105943	1	"p13"	"protein_coding"
"ENSG00000133816"	"MICAL2"	"11"	12094008	12359144	1	"p15.3"	"protein_coding"
"ENSG00000241950"	"RPL29P23"	"11"	33190062	33190503	-1	"p13"	"processed_pseudogene"
"ENSG00000014138"	"POLA2"	"11"	65261920	65305589	1	"q13.1"	"protein_coding"
"ENSG00000166387"	"PPFIBP2"	"11"	7513298	7657127	1	"p15.4"	"protein_coding"
"ENSG00000149798"	"CDC42EP2"	"11"	65314866	65322417	1	"q13.1"	"protein_coding"
"ENSG00000109861"	"CTSC"	"11"	88293592	88337761	-1	"q14.2"	"protein_coding"
"ENSG00000233930"	"KRTAP5-AS1"	"11"	1571353	1599184	1	"p15.5"	"antisense"
"ENSG00000205869"	"KRTAP5-1"	"11"	1584342	1585283	-1	"p15.5"	"protein_coding"
"ENSG00000205867"	"KRTAP5-2"	"11"	1597177	1598294	-1	"p15.5"	"protein_coding"
"ENSG00000255903"	"RPL12P46"	"11"	115578049	115578243	1	"q23.3"	"processed_pseudogene"
"ENSG00000184545"	"DUSP8"	"11"	1554051	1572271	-1	"p15.5"	"protein_coding"
"ENSG00000246100"	"LINC00900"	"11"	115754248	115760627	-1	"q23.3"	"lincRNA"
"ENSG00000077458"	"FAM76B"	"11"	95768953	95790409	-1	"q21"	"protein_coding"
"ENSG00000166037"	"CEP57"	"11"	95789965	95832693	1	"q21"	"protein_coding"
"ENSG00000166483"	"WEE1"	"11"	9573670	9593457	1	"p15.4"	"protein_coding"
"ENSG00000110675"	"ELMOD1"	"11"	107591091	107666779	1	"q22.3"	"protein_coding"
"ENSG00000196224"	"KRTAP5-3"	"11"	1607565	1608463	-1	"p15.5"	"protein_coding"
"ENSG00000241598"	"KRTAP5-4"	"11"	1620958	1622138	-1	"p15.5"	"protein_coding"
"ENSG00000185940"	"KRTAP5-5"	"11"	1629775	1630707	1	"p15.5"	"protein_coding"
"ENSG00000068971"	"PPP2R5B"	"11"	64917553	64934475	1	"q13.1"	"protein_coding"
"ENSG00000205866"	"FAM99A"	"11"	1665597	1667856	1	"p15.5"	"lincRNA"
"ENSG00000236437"	"LINC02151"	"11"	116496899	116500630	-1	"q23.3"	"lincRNA"
"ENSG00000149735"	"GPHA2"	"11"	64934471	64935893	-1	"q13.1"	"protein_coding"
"ENSG00000243964"	"RPL23AP65"	"11"	9606142	9606609	1	"p15.4"	"processed_pseudogene"
"ENSG00000188162"	"OTOG"	"11"	17547373	17647150	1	"p15.1"	"protein_coding"
"ENSG00000165325"	"DEUP1"	"11"	93329971	93438487	1	"q21"	"protein_coding"
"ENSG00000168070"	"MAJIN"	"11"	64937517	64972108	-1	"q13.1"	"protein_coding"
"ENSG00000149743"	"TRPT1"	"11"	64223799	64226254	-1	"q13.1"	"protein_coding"
"ENSG00000168062"	"BATF2"	"11"	64987945	64997018	-1	"q13.1"	"protein_coding"
"ENSG00000149781"	"FERMT3"	"11"	64206678	64223886	1	"q13.1"	"protein_coding"
"ENSG00000231548"	"OR55B1P"	"11"	4146112	4151104	-1	"p15.4"	"transcribed_unitary_pseudogene"
"ENSG00000110025"	"SNX15"	"11"	65027439	65040572	1	"q13.1"	"protein_coding"
"ENSG00000149761"	"NUDT22"	"11"	64225941	64230686	1	"q13.1"	"protein_coding"
"ENSG00000284018"	"SSU72P5"	"11"	4233288	4233872	1	"p15.4"	"protein_coding"
"ENSG00000284306"	"SSU72P2"	"11"	4242056	4242640	-1	"p15.4"	"protein_coding"
"ENSG00000110011"	"DNAJC4"	"11"	64230278	64234286	1	"q13.1"	"protein_coding"
"ENSG00000236175"	"SSU72P6"	"11"	4278705	4279192	1	"p15.4"	"processed_pseudogene"
"ENSG00000283873"	"SSU72P4"	"11"	4287499	4288083	-1	"p15.4"	"protein_coding"
"ENSG00000284546"	"SSU72P3"	"11"	4329865	4330449	1	"p15.4"	"protein_coding"
"ENSG00000284438"	"SSU72P7"	"11"	4338660	4339244	-1	"p15.4"	"protein_coding"
"ENSG00000221996"	"OR52B4"	"11"	4367263	4368386	-1	"p15.4"	"protein_coding"
"ENSG00000175800"	"OR52B3P"	"11"	4378282	4379209	1	"p15.4"	"unitary_pseudogene"
"ENSG00000205865"	"FAM99B"	"11"	1683269	1685629	-1	"p15.5"	"antisense"
"ENSG00000213465"	"ARL2"	"11"	65014160	65022184	1	"q13.1"	"protein_coding"
"ENSG00000132109"	"TRIM21"	"11"	4384897	4393702	-1	"p15.4"	"protein_coding"
"ENSG00000205864"	"KRTAP5-6"	"11"	1697195	1697755	1	"p15.5"	"protein_coding"
"ENSG00000273003"	"ARL2-SNX15"	"11"	65014182	65040570	1	"q13.1"	"protein_coding"
"ENSG00000151366"	"NDUFC2"	"11"	78068297	78079862	-1	"q14.1"	"protein_coding"
"ENSG00000259112"	"NDUFC2-KCTD14"	"11"	78016971	78079865	-1	"q14.1"	"protein_coding"
"ENSG00000197702"	"PARVA"	"11"	12377563	12530801	1	"p15.3"	"protein_coding"
"ENSG00000151365"	"THRSP"	"11"	78063861	78068351	1	"q14.1"	"protein_coding"
"ENSG00000151364"	"KCTD14"	"11"	78015715	78046191	-1	"q14.1"	"protein_coding"
"ENSG00000249489"	"GAPDHP70"	"11"	88408179	88409223	-1	"q14.2"	"processed_pseudogene"
"ENSG00000168959"	"GRM5"	"11"	88504576	89065945	-1	"q14.3"	"protein_coding"
"ENSG00000255082"	"GRM5-AS1"	"11"	88504576	88524054	1	"q14.2"	"antisense"
"ENSG00000172890"	"NADSYN1"	"11"	71453109	71524107	1	"q13.4"	"protein_coding"
"ENSG00000170290"	"SLN"	"11"	107707378	107719693	-1	"q22.3"	"protein_coding"
"ENSG00000137656"	"BUD13"	"11"	116748170	116772987	-1	"q23.3"	"protein_coding"
"ENSG00000110696"	"C11orf58"	"11"	16613132	16758340	1	"p15.2"	"protein_coding"
"ENSG00000133789"	"SWAP70"	"11"	9664077	9752993	1	"p15.4"	"protein_coding"
"ENSG00000244242"	"IFITM10"	"11"	1732406	1750595	-1	"p15.5"	"protein_coding"
"ENSG00000166002"	"SMCO4"	"11"	93478472	93543391	-1	"q21"	"protein_coding"
"ENSG00000213785"	"AKR1B1P3"	"11"	16484084	16484671	-1	"p15.2"	"processed_pseudogene"
"ENSG00000234106"	"SRP14P2"	"11"	93535468	93535816	1	"q21"	"processed_pseudogene"
"ENSG00000110693"	"SOX6"	"11"	15966449	16739591	-1	"p15.2"	"protein_coding"
"ENSG00000117984"	"CTSD"	"11"	1752755	1764573	-1	"p15.5"	"protein_coding"
"ENSG00000257075"	"RPEP6"	"11"	72131282	72131907	1	"q13.4"	"processed_pseudogene"
"ENSG00000110203"	"FOLR3"	"11"	72114869	72139892	1	"q13.4"	"protein_coding"
"ENSG00000149150"	"SLC43A1"	"11"	57484534	57515780	-1	"q12.1"	"protein_coding"
"ENSG00000118363"	"SPCS2"	"11"	74949247	74979033	1	"q13.4"	"protein_coding"
"ENSG00000171999"	"OR52P2P"	"11"	4431323	4432277	-1	"p15.4"	"unitary_pseudogene"
"ENSG00000225101"	"OR52K3P"	"11"	4393783	4476361	1	"p15.4"	"transcribed_unprocessed_pseudogene"
"ENSG00000109917"	"ZPR1"	"11"	116773799	116788039	-1	"q23.3"	"protein_coding"
"ENSG00000181963"	"OR52K2"	"11"	4449295	4450361	1	"p15.4"	"protein_coding"
"ENSG00000237272"	"OR51R1P"	"11"	4418060	4419011	1	"p15.4"	"unitary_pseudogene"
"ENSG00000168060"	"NAALADL1"	"11"	65044818	65058553	-1	"q13.1"	"protein_coding"
"ENSG00000196778"	"OR52K1"	"11"	4482646	4493497	1	"p15.4"	"protein_coding"
"ENSG00000226616"	"OR52M2P"	"11"	4514966	4515924	-1	"p15.4"	"unprocessed_pseudogene"
"ENSG00000197790"	"OR52M1"	"11"	4545191	4546144	1	"p15.4"	"protein_coding"
"ENSG00000110195"	"FOLR1"	"11"	72189558	72196323	1	"q13.4"	"protein_coding"
"ENSG00000171987"	"C11orf40"	"11"	4571423	4577820	-1	"p15.4"	"protein_coding"
"ENSG00000226288"	"OR52I2"	"11"	4581743	4593340	1	"p15.4"	"protein_coding"
"ENSG00000232268"	"OR52I1"	"11"	4593614	4596574	1	"p15.4"	"protein_coding"
"ENSG00000133884"	"DPF2"	"11"	65333852	65354262	1	"q13.1"	"protein_coding"
"ENSG00000168061"	"SAC3D1"	"11"	65040901	65044828	1	"q13.1"	"protein_coding"
"ENSG00000129152"	"MYOD1"	"11"	17719571	17722136	1	"p15.1"	"protein_coding"
"ENSG00000068976"	"PYGM"	"11"	64746389	64759974	-1	"q13.1"	"protein_coding"
"ENSG00000167333"	"TRIM68"	"11"	4598672	4608231	-1	"p15.4"	"protein_coding"
"ENSG00000149269"	"PAK1"	"11"	77321707	77474635	-1	"q14.1"	"protein_coding"
"ENSG00000173599"	"PC"	"11"	66848417	66958439	-1	"q13.2"	"protein_coding"
"ENSG00000173621"	"LRFN4"	"11"	66856647	66860475	1	"q13.2"	"protein_coding"
"ENSG00000255717"	"SNHG1"	"11"	62851988	62855914	-1	"q12.3"	"processed_transcript"
"ENSG00000167771"	"RCOR2"	"11"	63911230	63917164	-1	"q13.1"	"protein_coding"
